Time/s	Potential/V	Filmthickness/m
362000	0.1	1.27E-09
364000	0.1	1.27E-09
366000	0.1	1.27E-09
368000	0.1	1.27E-09
370000	0.1	1.27E-09
372000	0.1	1.27E-09
374000	0.1	1.27E-09
376000	0.1	1.27E-09
378000	0.1	1.27E-09
380000	0.1	1.27E-09
382000	0.1	1.27E-09
384000	0.1	1.27E-09
386000	0.1	1.27E-09
388000	0.1	1.27E-09
390000	0.1	1.27E-09
392000	0.1	1.27E-09
394000	0.1	1.27E-09
396000	0.1	1.27E-09
398000	0.1	1.27E-09
400000	0.1	1.27E-09
